target,price,appellation2,text
1,7.0, Piemonte,Distintamente profumare lime sapone lime leggermente dolce croccantezza pulito ridurre impressione zucchero sapore persistente lima arancia spumante italiano costoso vino festa saporire scendere facilmente Santini Moscato Muscat
2,38.0, Veneto,aromi scorza agrume frutta nocciolo mandore tostato soffio spezie forno leggere aprire strada bianco lucido palato vibrante elegantemente strutturato mostra perare Bosc pesca bianco nettarina pizzico zenzero nota minerale sostenere finale Gini Garganega Bianco italiano
1,26.0, Lombardia,aromi fiore agrume frutta nocciolo bianco erba officinale fondere soffio crosta pane palato tonificante mostrare scorza mela Golden nettarina bilanciare vivace acidita bollicine filante chiudere nota noce castel Faglia Miscela frizzante Frizzante
3,55.0, Sud Italia,aromi ricco avvolgento cocco cioccolare fondente cuoio mento aprire Aglianico palato abbondante speziia caldere avvogliere attorno denso nucleo frutto Bosco prugna buono lucidatura tannino fresco acidita dare equilibrio Cantina Venosa Aglianico Rosso italiano
1,15.0, Veneto,brillante semplice spumante naso timido liberare suggerire bianco fiore primaverile soffio frutta tropicale palato disinvolto offrire nota pera maturo banano candito accanto vivace bollicine Candoni Glera Bianco italiano
3,340.0, Veneto,aromi prugna cotta spezie vaniglia violare pressata mescolano soffio cassis Denso concentrato palato uniscere potenza carattere peso distribuere confettura more amarena cocco nota dolciario accanto tannino vellutato Bere 2026 Zyme Miscele Rosse Miscele Rosse
3,40.0, Toscana,prodotto 95 Sangiovese restante 5 Merlot Cabernet Sauvignon presentare aromi olio menta cuoio usato chicco caffe tostato sottobosco palato morbido accessibile tannino grana morbido accompagnare amarena carnoso espresso liquirizia nota dolciario Bere canneto Miscele Rosse Miscele Rosse
3,27.0, Piemonte,vantare aromi violetta bacca buccia rosso pepe bianco palato succoso offrire nota fragola ciliegia rosso aone sfondo tannino rotondo acidita rinfrescante Bere 2020 Scagliola Barbera
2,15.0, Italia nord-orientale,naso aprire aromio agrume frutta nocciolo giallo soffio geranio palato piccante offrire Albicocca pesca giallo scorzo nettarina candire croccante acidita nota mandore amara segnalare chiusura Comelli Malvasia Bianco italiano
2,17.0, Toscana,aromio mela verde giallo naso accompagnare sentore pompelmo fiore mandorlo sapore estivo canna giardino erba palato vino offrire mela unire pere pesca bordo salato evidenziare acido quarzo leccante portare sapida astringenza midollo pompelmo Geografico Miscela Bianca
2,40.0, Sicilia e Sardegna,aromi ginestra spagnolo pesca giallo nocci bagnata mescolano sbuffi nocciola Riflettendo naso palato elegante vibrante offrire Albicocca limone Meyer noce tostato noto minerale salino incorniciare brillante acidita cottanera carricante Bianco italiano
3,85.0, Toscana,Terra lavorato cuoio aromio frutta buccia scuro formare naso rosso solido palato corposo tannino decisi accompagnare mora maturo anice stellato tabacco Bere 2023 2031 Tenuta Buon Sangiovese
3,78.0, Piemonte,aromi quercia legno uva passa spezie esotico trasferire palato robusto concentrare fico prugna seccare pizzico vaniglia calore alcool evidente sbilanciare tannino grana fitto conferire finale astringente Cascina Bongiovanni Nebbiolo
3,15.0, Sud Italia,raro uva autoctonare creare vino godibile espressione frutto primario Floreale speziare ricchezza sapore ciliegia rosso frutto Bosco corpo leggero croccante pulire perfetto leggero brivido Mano Susumaniello Rosso italiano
1,25.0, Veneto,prodotto uva agricoltura biologico aromio frutta nocciolo bianco erba selvatico Riflettendo naso palato evocare pera giallo mandore amarare accanto croccante acidita leggero perlage Antica Quercia Glera Bianco italiano
2,24.0, Italia nord-orientale,aprire aroma suggerire rosa bianco lima soluzione salino aromio seguire palato vivace lineare fumo noce moscato pompelmo Weingut Niklas Kerner Bianco
2,81.0, Sicilia e Sardegna,fermentato rovere francese aromio noce tostato melare giallo maturo aromio trasferire palato magro piccante limone Meyer soluzione salino minimo accenno butterscotch Tenuta Fessina Carricante Bianco italiano
3,32.0, Toscana,realizzato Sangiovese 7 Cabernet Franc 3 merlot offrire aromio bacca buccia nero fiore blu pizzico eucalipe to palato deciso offrire confettura ribes nero aniceo stellare esprimere tannino levigato Bere 2022 Sola Miscele Rosse Miscele Rosse
3,45.0, Toscana,inizialmente timido naso rivelare quercio francese sottobosco cocco erba secco palato espressivo offrire amarena maturo scorzare arancia liquirizia contrasto tannino tesi grana stretto nota chicco caffe segnare finale Villa S Anna Miscele Rosse Miscele Rosse
1,35.0, Veneto,invitante profume biancospino fiore agrumo frutto maturo uniscere delizioso spumante palato secco scorza nettarina erba tritato sottolineare cuore mela giallo perare Bartlett equilibrare vibrante acidita mousse cremoso conferire finezza Graziano Merotto Glera Bianco italiano
1,45.0, Italia nord-orientale,spumante morbido cremoso aprire leggero sentore frutta nocciolo bianco crosta pane palato raffinato offrire mela giallo matura perare brioco accanto perlage morbido Moser Chardonnay
3,40.0, Toscana,realizzato interamente Cabernet Sauvignon naso sommesso rivelare aromi frutta buccia nero spezie forno palato robusto offrire rovere francese vaniglia pizzico cedro accanto tannino arrotondato Tenuta Poggio Rosso Cabernet Sauvignon
1,80.0, Lombardia,aromi ricordare crosta pane noce frutta frutteto trasferire palato vibrante lineare nota melograno scorzare agrumo Brillante acidita vivace elegante perlage donano sostegno energia Fratelli Berlucchi Miscela frizzante Frizzante
3,73.0, Piemonte,aromi rovere tostato moka terra bruciato emergere lentamente bicchiere palato stretto offrire amarena caffe espresso salvia tannino granuloso astringento stringere finale magro Noterai calore alcool evidente Bere 2024 Revello Fratelli Nebbiolo
2,10.0, Centro Italia,Chardonnay agrumare acido sapore atipico dovere influenza Italia centrale opera soda italiano frutto dolce maturo mancare tipicita Chardonnay abituare americano provare differenza stilistico Antinori Chardonnay
3,120.0, Toscana,aromi terra carbonizzato sottobosco cuoio tabacco eucalipto seguire palato avvolgente ciliegia secco erba grigliare chiodo garofano accessibile tannino stagionare vellutato Bere 2019 2027 Fattoi Sangiovese
3,14.0, Sud Italia,vino facile fruttato offrire tone leggermente candito rovo prugna rosso profilo leggero consistenza delicato sapore frutto Bosco succoso accentuare erba fresco spezie saporite varvaglione Negroamaro Rosso italiano
3,580.0, Piemonte,Canfora rosare pressare bacca rosso erba botanico essiccato soffio torta frutta aromio troverai meraviglioso vino corposo concentrato palato avvincente mostrare tensione struttura finezza ipnotizzanto offrire Marasca matura composto lampone cannella liquiriziare finale tabacco Nobili tannino fresco acidita fornire ampio sostegno equilibrio Bere 2023 2045 sandrone Nebbiolo
3,40.0, Piemonte,bicchiere emergere aromio bacca rosso rosare canfora Sapido delizioso palato morbido corposo distribuire ciliegia Marasca Matura lampone carnoso sentore spezie forno macinato incorniciare tannino tesi levigato accessibile buono potenziale invecchiamento medio termine Bere 2022 2029 G D Vajra Nebbiolo
3,46.0, Sicilia e Sardegna,ciliegia prugna seguire catrame eucalipto naso rosso siciliano palato nota ciliegia profondo dense virare mirtillo finocchietto selvatico fetta torta mirtillo Amaro anice tannino acido equilibrare amichevole Planeta Nero Avola Rosso italiano
3,130.0, Piemonte,aromio canfora cocco bacca rosso sottobosco piano corposo strutturato palato stretto offrire amarena chicco caffe liquirizia contrapposto tannino granuloso lasciare finale astringente secco Tenute Cisa Asinari Marchesi Gresy Nebbiolo
2,26.0, Italia nord-orientale,aromio erba tagliato vite pomodoro uva spina saltare bicchiere palato sapido vivace offrire pompelmo papaya leggero nota Kiwi pizzico minerale accanto vivace acidita Falkenstein Sauvignon Sauvignon Blanc
1,36.0, Veneto,Morbido seta sapido splendido spumante delicato profume fiore bianco primaverile frutta nocciolo bianco finocchio pasta pane Concentrato carico finezza palato cremoso distribuire pera Bartlett maturo mela giallo zenzero acidita brillante perlage estremamente raffinato Nino Franco Glera Bianco italiano
3,45.0, Sicilia e Sardegna,realizzato 80 Nerello Mascalese 20 Nerello Cappuccio aromio rovere francese spezie esotico estendere palato compatto cocco liquirizia incenso pizzico frutto Bosco essiccato tannino solido granuloso lasciare finale astringente secco concede tannino rilassare beve catturare restante ricchezza frutta Palmento Costanzo Miscele Rosse Miscele Rosse
3,42.0, Sicilia e Sardegna,bicchiere prendere forma aromi frutto Bosco maturo macchia mediterraneo accanto soffio eucalipe to Succoso morbido palato offre lampone schiacciato composto fragole liquirizia noto incenso esotico incorniciare tannine tesi grana nota minerale sapidare donare tensione finale Bere 2027 Franchetti Passopisciaro Nerello Mascalese Rosso italiano
3,81.0, Sud Italia,Merlot 100 offrire sacco erba essiccato prugnare rosso vivace lampone brandy naso succoso aspro palato ampio saldo tannino granuloso frutto vincere finale amarena Senatore Miscele Rosse Miscele Rosse
3,40.0, Sicilia e Sardegna,bacche buccia scuro spezie forno cuoio aromio rosa uniscere bicchiere corpo leggero etereamente elegante offrere lampone ciliegia seccare chiodo garofano minerale ferroso incorniciare tannino leggero leggermente secco Bere 2026 Barone Villagrande Miscele Rosse Miscele Rosse
1,40.0, Veneto,Fresco incontaminato spumante vibrante concentrato aromio delicato biancospino frutta nocciolo bianco agrumo Vivace secco palato sapido brillante offrire succoso limone Meyer perare Anjou soluzione salino pizzico pasta pane Bollicine minuscolo persistente elegante sfondo Maso Durella Bianco italiano
3,105.0, Toscana,naso sottile rivelare lentamente sottobosco cuoio frutta seccare buccia nero tabacco Robusto concentrato palato denso presentare note prugna marinare spirito uva passa liquiriziare accanto fitto trama tannino deciso vellutare Noterai calore alcool evidente prendere sopravvento finale Collosorbo Sangiovese
3,117.0, Toscana,aromi tenuare moka rovere tostato tabacco emergere lentamente bicchiere palato denso offrire caffe espresso prugnare cotta anice stellare tannino grana Bere 2023 2029 cavare Onice Sangiovese
3,80.0, Veneto,aprire aromio prugna nero maturo terra bruciato esprimere palato evoluto offrire prugna secca cacao vaniglia accanto tannino levigato Castellani Michele Figli Miscele Rosse Miscele Rosse
3,42.0, Toscana,aromi gomma bruciato violetto noce tostato mescolano Sangiovese soffio canfora palato denso calore alcol accompagnare prugna seccare ciliegia seccare chicco caffe tannino granuloso secco vadere finale astringente canneto Sangiovese
3,95.0, Toscana,aprire aromio sottile evocare sottobosco tabacco prugnare cotta soffio rovere francese corposo austero nota ciliegia essiccato chicco caffe tostato contrappongere tannino fitto grana cortonesi Sangiovese
1,50.0, Lombardia,Luminoso saporire spumante rinfrescante raffinato vantare seducente aromio lampone succoso ciliegia selvatico spezie forno soffio crosta pane invitante profume susseguere palato vibrante perlage continuo raffinato chiudere finale nota piccante nettarina candito Berlucchi Miscela frizzante Frizzante
3,30.0, Centro Italia,aromi saporito concentrato pomodoro guscio arachide guidare naso palato piccante denso sapore aspro succo amarena avvolgere tannino rivestimento Bosco Nestore Montepulciano Rosso italiano
1,40.0, Lombardia,delicatamente profumato aromio seducente ricordare fiore primaverile frutta nocciolo bianco carnosa crema pasticcera palato vibrante setoso acidita croccante sollevare pera giallo maturo pesca bianco succoso mandarino finale succulento asciutto elegante perlage cremoso continuo Oltrenero Miscela frizzante Frizzante
2,28.0, Sud Italia,aromi frutta tropicale fiore giallo primaverile riempiere bicchiere Succoso sapido palato medio corpo offrire pera maturo pesca bianco limone Meyer finale salino minerale mandore Meo Greco Bianco italiano
1,40.0, Italia nord-orientale,prodotto Chardonnay Pinot Nero naso timido rivelare infine sentore frutto bacca rosso crosta pane Riflettendo naso palato filante lineare offrire suggestione amarena nocciolo tostato scorzare mandarino accanto piccolo bollicine continuo Letrari Miscela frizzante Frizzante
3,17.0, Piemonte,bicchiere emergere sottile aromio frutto Bosco buccia rosso spezie forno palato semplice offrire lampone chiodo garofano pepe bianco tannino levigato Bevi presto Viotti Barbera
3,12.0, Centro Italia,realizzato uva biologica aromio amarena pizzico spezie cucina palato semplice offrire lampone spolverata cannella tannino polveroso Umani Ronchi Montepulciano Rosso italiano
3,20.0, Veneto,aromio ricordare frutta buccia scuro spezia dolce cuoio palato maturo denso offrire amarena essiccato tabacco sentore pepe bianco accanto tannino vellutato Bere 2026 Cantina Negrar Miscele Rosse Miscele Rosse
2,17.0, Lombardia,Caprifoglio frutta tropicale aromio agrumato riempiere bicchiere Riflettendo naso palato fresco sapido distribuire pompelmo succoso ananas nota mandore bianco monte Zovo Turbiana Bianco italiano
2,30.0, Sud Italia,paraffina roccia frantumato erba mediterraneo frantumato aromio agrumo venire piano Lineare sapido palato luminoso elegante offrire scorza agrume albicoccare nettarina accanto acidita piccante nota salino risollere finale Sibilla Miscela Bianca
2,35.0, Centro Italia,aromi tenuare quercio scorzare agrumo prendere lentamente forma bicchiere palato lineare snello offrire spezio spinte rovere scorza limone buccia mela giallo incorniciare acidita vivace accenno noce tostato chiudere finale Umani Ronchi Verdicchio Bianco italiano
3,15.0, Centro Italia,aromio amarena mora mostrare mix maturita naso fresco confettura mescolare sentore cannella chiodo garofano tono leggermente concentrare palato medio corpo acidita tendere leggermente aspro tannino delicato conferire cornice gentile Barba Montepulciano Rosso italiano
1,22.0, Veneto,aromi fiore primaverile vaniglia timo modellano naso palato dolce mousse cremoso accompagnare pesca bianco maturo fetta agrumo candire mandorla amaro acidita croccante ravvivare ricco sapore Villa Sandi Glera Bianco italiano
2,20.0, Sicilia e Sardegna,bianco croccante delizioso aprire aromio frutta tropicale perare drupacee palato sapido offrire sapore succoso pesca bianco ananas nettarina accentuare intensa nota minerale supportare spina dorsale acidita piccante Tasca Almerita Grillo Bianco italiano
2,15.0, Sud Italia,palato continuare aromio fiore acacia noce tostato scorza agrumo buccia mela giallo maturo noce amara segnare chiusura Agricola Bellaria Coda Volpe Bianco italiano
3,120.0, Toscana,bicchiere emergere aromio seducento sottobosco cuoio tabacco chiodo garofano macinato Sapido corposo palato strutturato offrire succoso amarena confettura prugna liquirizia moka incorniciare tannino fitto giovanile fresco acidita mantenere equilibrato Bere 2023 2030 palazzo Sangiovese
1,20.0, Veneto,spumante estremamente semplice naso timido sapore suggerire acacia mela accenno melone verde acidita vivace sfondo Cavazza Glera Bianco italiano
2,20.0, Veneto,aromi quercio tostato vaniglia butterscotch trasmettere palato buccia mela rosso perare accanto fresco acidita Poca ricchezza frutta croccante lineare Cappuccina Garganega Bianco italiano
3,40.0, Sicilia e Sardegna,aromi inebriante macchia mediterraneo frutto Rossi selvatico spezie esotico mescolano rosso corposo strutturare raffinato offrire amarena mora aniceo stellare esprimere tannino grana Bere 2023 Mesa Carignano Carignan
3,25.0, Piemonte,bicchiere fondere sentore frutto Bosco buccia rosso sottobosco cuoio palato lineare offrire mirtillo rosso cannella anice stellare tannino grana deciso acidita Bere 2018 2028 Serradenari Nebbiolo
3,14.0, Sud Italia,miscela Primitivo Aglianico Merlot Cabernet Sauvignon offrire naso integrato cuoio aniceo ciliegia bagnare brandy palato morbido offrire ricco sapore ciliegia frutto Bosco ravvivare granello spezie saporito terra tannino morbidio fresco acidita incorniciano Amastuola Miscele Rosse Miscele Rosse
3,85.0, Veneto,aprire aromio frutto Bosco maturo sottobosco cedro tabacco pipa palato concentrato equilibrato offrire confettura more prugnare cotta aniceo stellare chiodo garofare tannino grana Cesari Miscele Rosse Miscele Rosse
3,125.0, Toscana,aromi rosa frutto Bosco canfora mescolano rosso teso medio corpo palato lineare elegante tannine levigato sostenere leggerezza ciliegia rosso melograno anice stellato Migliore 2021 2026 Donatella Cinelli Colombini Sangiovese
3,30.0, Toscana,aromi prugna spezia esotico erba botanico viola mescolano bicchiere palato snello tannino levigare grana sostenere agilmente amarena arancia rosso espresso Bere 2020 caparzo Sangiovese
3,50.0, Piemonte,fragranti aromio fiore blu caffe espresso rovere francese mescolano erba tritato palato deciso corposo offrire ciliegia seccare scorzare arancia liquirizia incorniciare tannino fitto grana fitto chiudere sentore chicco caffe tostato Bere 2023 2030 Mauro Veglio Nebbiolo
3,15.0, Sud Italia,aromi pepe nero tritare violettare terra lavorato centro naso confettura more arancia rosso cavalcare succoso palato morbido sollevare colpo luminoso mirtillo Rossi Mostra fascino finire corto Masseria Veli Primitivo Zinfandel
2,30.0, Italia nord-orientale,Pinot Bianco invecchiare legno offrire frutto maturo aromio legno spezie accompagnamento ricco morbido tocco croccante acidita San Michele Eppan Pinot Bianco Pinot Blanc
1,20.0, Centro Italia,aromio Marasca violetto centro spumante saporito palato secco raffinato offrire succoso amarena arancia rosso seme finocchio pepe bianco perlage raffinato brillante acidita cleto Chiarli Lambrusco Sorbara Rosso italiano
2,20.0, Sicilia e Sardegna,aromi frutta nocciolo giallo pera frutta tropicale guidare naso palato piccante acidita brillante sottolineare sapore pesca giallo melone melato indugiare finale croccante Tasca Almerita Grillo Bianco italiano
3,58.0, Toscana,aromio terra bruciato cacao spezie guidare quercia palato stretto offrire amarena salvia polvere chiodo garofare tannino decisi Poggio Castellare Sangiovese
2,17.0, Italia nord-orientale,bicchiere emergere aromio inebriante fieno riscaldare sole perare maturo erba alpina essiccato vino rovere maggiore profondita palato morbido avvolgente offrire Mela maturo maturo pesca bianco cremoso nocciolo finale minerale sapido suggerire sale Cantina Produttori Bolzano Pinot Bianco Pinot Blanc
3,45.0, Toscana,realizzato interamente Sangiovese aprire delicato aromio frutta buccia nero spezie forno palato diretto offrire confettura amarene spezie cucina sapore pepe bianco arrotondare tannino maturo divertiti presto badia Morrona Sangiovese
3,54.0, Toscana,realizzato 50 Cabernet Sauvignon 50 Syrah aprire delicato aromio cassis legno sandalo palato offrire amarena essiccato pane tostare liquirizia pepe nero tannino avvincente Baracchi Miscele Rosse Miscele Rosse
3,24.0, Toscana,miscela 80 Sangiovese 20 Colorino aromio amarena sottobosco succoso palato inflessione prugna nero accentuare nota cannella cuoio sana doso tannino levigato divertiti 2020 Marchesi Gondi Miscele Rosse Miscele Rosse
3,22.0, Toscana,calice emergere aromio frutta scuro terra lavorato tabacco palato sapido diretto offrire marare chiodo garofano pizzico anice stellare tannino deciso fresco acidita castello Gabbiano Miscele Rosse Miscele Rosse
3,34.0, Sud Italia,note cedro chiodo garofano pane tostare cavalcano cuore ciliegia scuro mora Mostrando peso ampio bilanciare morbido acidita tannino grana medio palato portare lucentezza legnoso discreto offerta frutta Vigneti Vulture Aglianico Rosso italiano
3,70.0, Piemonte,aromio iris mentolo prugna legno sandalo naso delicato seducente palato accessibile morbido presentare ciliegia secco arancia rosso anice stellare nota espresso tannino flessuoso levigato offrire supporto raffinato Bere 2027 Fontanabianca Nebbiolo
3,45.0, Lombardia,aprire aromio prugna macerare spezie forno trasferire palato corposo ciliegia marinare spirito anice stellare tannino grana fornire struttura conferire finezza Scersce Nebbiolo
2,19.0, Italia nord-orientale,bianco strutturato delizioso mostrare serio Pinot Grigio offrire sapore succoso pera giallo matura mela pesca cremoso finocchio acidita piccante nota minerale salino timo limone indugiare finale Nals Margreid Pinot Grigio
3,22.0, Sicilia e Sardegna,realizzato interamente Nerello Cappuccio rivelare aromi bacco scuro macchia mediterraneo spezie cucina palato succoso equilibrato offrire mora confettura lampone anice stellare acidita deciso tannino levigato Bere 2022 tenuta Fessina Nerello Cappuccio Rosso italiano
3,165.0, Piemonte,splendido vino aprire seducenti aromio petalo rosa piccolo bacca rosso cuoio tabacco pipa delizioso morbido elegante palato offrire succoso ciliegia rosso mirtille Rossi speziato liquirizia spezie torte tannino tesi levigato equilibrare vibrante brillante acidita Bere 2024 2036 Francesco Rinaldi Nebbiolo
2,28.0, Sud Italia,colore nebbioso arancia tramonto bianco vivace esordire aromio mela pesca mandarino fiore bianco fiore uniscere sensazione oolong espressione mano chiassoso varieta Bombino Valentina Passalacqua Bombino Bianco italiano
3,22.0, Toscana,calice emergere aromio cedro frutta scuro liquirizia vino palato concentrato offrire nota confettura mirtille tabacco pepe verde tannino decisi Bere 2019 2023 Tenuta Casabianca Miscele Rosse Miscele Rosse
3,80.0, Piemonte,offrire aromi manuale Nebbiolo rosa sottobosco frutto Rossi tabacco soffio balsamico eucalipe to palato avvolgente delizioso struttura finezza distribuire succoso amarena lampone schiacciato liquirizia chiodo garofano incorniciare tannino fitto raffinato Bere 2023 2035 Luigi Baudana Nebbiolo
3,39.0, Toscana,realizzato interamente Sangiovese aromio evocare frutto Bosco buccia scuro tabacco spezie cucina palato strutturato presentare amarena essiccato aniceo stellare pepe bianco tannino decisi Bere 2021 2027 Lilliano Sangiovese
3,100.0, Toscana,Vengono piano aromio cassis fiore blu profumato mentolo macchia mediterraneo Mostrando concentrazione eleganza peso palato distribuire prugna cotta confettura more vaniglia tabacco incorniciare tannino vellutato grana nota liquirizia segnare chiusura Bere 2023 2031 fattoria Pupille Miscele Rosse Miscele Rosse
1,59.0, Lombardia,Uovo leggermente strapazzato vaniglia frutta mela completare naso seducente classe champagna italiano Fresco profondo delizioso sapore mela pesca piccante morbido serio potenziale invecchiamento invecchiamento dovere davvero portare apice importato Empson USA Ltd Bellavista Miscela frizzante Frizzante
3,15.0, Centro Italia,realizzato Merlot Cabernet Sauvignon Montepulciano aprire aromio terra cotto sole cassis spezie scure aromio trasferire palato succoso dirigere pizzico salvia tritato tannino polvere argillae Miscele Rosse Miscele Rosse
2,80.0, Italia nord-orientale,calice emergere aromio rovere tostato vaniglia buccia mela giallo palato lineare elegante rivelare sottile sapore vaniglia scorzare agrume minerale noce Chiudono finale nota butterscotch minerale borgo Tiglio Chardonnay
3,24.0, Toscana,aromi mirtillo spezie forno soffio cuoio guidare naso miscela 60 Cabernet Sauvignon 40 Merlot palato deciso offrire prugna nero lampone pepe nero tannino levigato chiudere nota amarena increspare bocca Tenuta Cieli Miscele Rosse Miscele Rosse
3,36.0, Toscana,combinare irresistibile abbinamento eleganza terroso struttura degno invecchiamento rosso fragrante concentrato vantare inebriante sentore fumo frutto Bosco tabacco pipa terra cotto sole petale rosa palato teso lineare mostrare bello tensione offrire succoso amarena lampone schiacciato spezie forno liquirizia incorniciare tannino giovanile raffinato fresco acidita donare equilibrio energia Bere 2022 2035 Selvapiana Sangiovese
1,23.0, Veneto,aromi intenso mela golden perare Anjou scorza limone fiore bianco zenzero rosa rocciare frantumato palato leggero nota limone bilanciare nota fruttato vino tocco salsedina prosecco gustoso divigna Glera Bianco italiano
3,79.0, Piemonte,petali rosa bacca buccia rosso aromio tartufo emergere calice vino classico elegante palato sapido giovane austero offrire ciliegia rosso anice stellare pepe bianco tannino grana fresco acidita chiudere nota ferro arrugginito Bere 2026 2041 Famiglia Anselma Nebbiolo
3,99.0, Piemonte,naso aromio canfora rosa anice stellare mescolano sentore frutto Bosco terra lavorato Preciso raffinato palato elegantemente strutturato offrire succoso ciliegia marasca composto lampone pepe bianco cannello tannino grana fornire supporto bilanciare fresco acidita Bere 2022 2030 Fontanafredda Nebbiolo
2,24.0, Italia nord-orientale,vino color rame naso profumato evocare fiore campo primaverile frutta nocciolo bianco sentore erba selvatico palato sapido presentare noto succoso pesca ciliegia bianco zenzero acidita piccante Venica Venica Pinot Grigio
3,16.0, Piemonte,Vivace lineare sentore invitante frutto Rossi spezie scure palato brillante vibrante acidita accompagnare amarena melograre pizzico anice stellato Bevi presto coppo Barbera
1,25.0, Italia nord-orientale,profume frutta maturo pasta pane fresco agrumo aprire strada delizioso spumante palato luminoso offrire pera mela lima pizzico crema Pasticcera vivace acidita chiudere nitido pulire Ferrari Miscela frizzante Frizzante
2,14.0, Veneto,bianco sapido aprire aromio frutta esotico albicoccare fieno soffio fiore campo susseguere palato pompelmo nota vegetale accento minerale esaltare finale Franchetto Garganega Bianco italiano
3,120.0, Toscana,aromi sottobosco pane tostare rovere francese fiore blu soffio spezia culinario prendere lentamente forma tannino tesi vellutare fornire struttura solido levigare sapore Marasca cassis liquirizia esprimere Bere 2019 2028 Rocca Macie Miscele Rosse Miscele Rosse
2,19.0, Italia nord-orientale,saporo intenso raffinato includere frutta esotico succoso pesca bianco perare Bartlett agrumo accentare noce moscato nota minerale equilibrare acidita frizzante generare finale pulito rinfrescante Castelfeder Kerner Bianco
3,60.0, Toscana,aromio cuoio fiore blu caffe espresso erbo tritato prugna matura aprire strada palato denso offrire amarena mora salvia chiodo garofano anice stellare contrasto tannino grana decidere lasciare finale deciso Poggio Scalette Sangiovese
2,20.0, Italia nord-orientale,Fresco sapido aprire aromio varietale fiore sambuco pompelmo uva spina aromio seguire palato vibrante medio corpo pizzico Kiwi Castelfeder Sauvignon Sauvignon Blanc
1,20.0, Veneto,delicatamente profumato vino raffinato offrire aromio fiore primaverile bianco giallo soffio frutta nocciolo bianco palato schiumoso offrire pera pesca mela verde croccare accanto vibrante acidita mousse schiumoso Montesel Glera Bianco italiano
3,72.0, Veneto,Frutta scuro maturo cedro noto balsamica guidare naso rosso muscoloso palato densamente concentrato offrire uva passa confettura more liquirizia moka incorniciare tannine strettamente avvolto corteforte Miscele Rosse Miscele Rosse
3,65.0, Toscana,miscela facile bere 40 Cabernet Sauvignon 40 Merlot 12 Petit Verdot 8 Cabernet Sauvignon offrire aromio ribes nero chiodo garofano chicco caffe tostato palato lucido accessibile mostra cassis rovere tostato liquirizia moka tannino grana Godetevi prossimo Tenuta Biserno Miscele Rosse Miscele Rosse
1,25.0, Veneto,realizzato seguire principio agricoltura biodinamico spumante luminoso sapido offrire aromio pesca bianco mela verde erba tritato palato distribuire pera Bartlett maturo lima zenzero salvia acidita piccante mousse spumeggiante chiudere finale nota nettarina candito perfetto brindisi o aperitivo perlage Glera Bianco italiano
2,40.0, Veneto,realizzato frutta provenire vite estremamente vecchio piantare terreno vulcanico splendido bianco mozzafiato aprire seducenti aromio cedro fiore giallo primaverile agrume erba selvatico palato secco delizioso vantare eleganza profondita albicocca maturo scorza limone spezie forno nota minerale salato pietra focaio finale mandore squisito meraviglioso invecchiare 10 o Gini Garganega Bianco italiano
3,31.0, Sicilia e Sardegna,naso sottile floreale offrire violetta ciliegia more terra pietrisco piede palato coriaceo carnoso uniscare ciliegia nota medicinale erba selvatico finocchio tannino avvicinabile vena acido mantenere brillante alta Mora Nerello Mascalese Rosso italiano
2,23.0, Sud Italia,aprire profume intenso ricordare salamoia Marina macchia mediterraneo marmellata frutta nocciolo bianco carnosa palato acidita croccante esaltare albicocca maturo agrumo mandorla tostato San Salvatore 1988 Greco Bianco italiano
3,112.0, Piemonte,aromi rosa bacca rosso mento selvatica Modellano fragrante naso palato radioso lineare tannino tesi flessuosi accompagnare succoso ciliegia rosso melograre anice stellare timo pepe bianco vibrante acidita fornire tensione equilibrio meraviglioso energia eleganza Migliore 2022 2029 Mascarello Giuseppe Figlio Nebbiolo
3,20.0, Centro Italia,rosso ricco mostrare aromio elevato sciroppo ciliegia cannello chiodi garofano scorzare arancia palato consistenza sofofe elastico gustoso sapore confettura ciliegia accentuare dolce spezie forno tannino grana medio stringere palato fresco acidita spingere ricchezza Tenuta I Fauri Montepulciano Rosso italiano
3,97.0, Veneto,Violetta frutta maturo buccia nero cuoio aromio ottenere rosso audace possentemente strutturato palato corposo presentare note prugna ripido torgere frutta liquirizia incorniciare tannino fitto vellutare Bere 2022 2027 Zenato Miscele Rosse Miscele Rosse
3,40.0, Sud Italia,iconico imbottigliamento Nero Troia denso intenso naso aromio tabacco scatolo sigario ciliegia prugnare imbevere brandy palato corposo arrotondare tannino levigato levigato incorniciano tone profondo buccia rosso prugna ciliegia Accenti pepe tritato violare sollevare finale Rivera Nero Troia Rosso italiano
2,25.0, Centro Italia,Matto rappresentare migliore selezione uva tenuta Filodivino creare vino profondita complessita ricchezza vino iniziare nota acqua mare scorza limone pompelmo erba fresco palato consistenza sorprendente sacco mineralita lasciare mix scorza limone fresco caramella limone vino coronare mandore amare finale filodivino Verdicchio Bianco italiano
3,29.0, Piemonte,aromi prugna nero sottobosco moka formare naso palato succoso accessibile offrire Marasca chiodo garofano pepe bianco tannino levigato Bere 2023 Vinchio Vaglio Serra Barbera
3,48.0, Piemonte,chiodi garofano fruggere buccia scuro aromio terra lavorata formare naso sottile palato solido offrire marare liquirizia vaniglia accanto tannino polveroso Bere 2023 2028 Molino Nebbiolo
3,40.0, Veneto,aromi caffe espresso rovere tostato vaniglia formare naso sommesso palato semplice offrire dattere chicco caffe tostato cocco tannino semplice Antiche Terre Venete Miscele Rosse Miscele Rosse
